Review_Date,Positive_Review,Negative_Review,Reviewer_Score,Tags,Total_Number_of_Reviews_Reviewer_Has_Given,days_since_review,month_idx,days_num,doc_id
2016-02-29,The hotel room is amazing and the location is really great I loved that the rooms are so spacious and light and not like the usual stuffy and old European rooms The bar and the resto are also the best in Vienna The receptionist and concierge were also very helpful,Wish the concierge could be more informative of the attractions and restaurants in Vienna,10,"[' Leisure trip ', ' Couple ', ' Double Room with Courtyard View ', ' Stayed 3 nights ']",3,521 day,2,521,103
2016-02-21,When we checked in we were even upgraded to a corner room which was very nice I visit Paris around 8 10 times a year I will definately stay in this hotel,No Negative,9.2,"[' Business trip ', ' Family with older children ', ' Superior Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",8,529 day,2,529,104
2016-02-09,No Positive,The shower wasn t working with hot water occasionally,8.8,"[' Business trip ', ' Solo traveler ', ' Executive Room ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",1,541 day,2,541,105
2017-02-06,The bed and duvet were extra comfy The staff were very helpful and pleasant The hotel was beautiful,There wasn t anything i didn t like,10,"[' Leisure trip ', ' Solo traveler ', ' Superior Double or Twin Room ', ' Stayed 1 night ']",1,178 day,2,178,106
2017-02-15,Location was great Breakfast was ok,No air conditioning Rooms were boiling No English TV All channels were Spanish,7.1,"[' Leisure trip ', ' Couple ', ' Double or Twin Room 1 2 Adults ', ' Stayed 4 nights ', ' Submitted from a mobile device ']",5,169 day,2,169,107
2016-02-25,Good position nice bar and cocktails everything you need in one place,No Negative,10,"[' Business trip ', ' Group ', ' Superior Double Room ', ' Stayed 1 night ']",6,525 day,2,525,108
2017-02-07,The room was nice very comfortable and clean I ve attended a conference at this hotel and it was great The food was really good and the venue was perfect As you arrive a bottle of water awaits you in the room which was much appreciated after 5 hrs travelling Reception staff really helpful and jolly string wifi,not much to see on the TV the channels something sort of freeze but it wasn t much of a problem since there is a lot to do in Barca wasting time watching TV is not one of them,8.3,"[' Business trip ', ' Solo traveler ', ' Double Room 1 2 Adults ', ' Stayed 5 nights ']",5,177 day,2,177,109
2017-02-24,No Positive,Wifi was not good in 5 floor,7.5,"[' Business trip ', ' Group ', ' Single Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,160 day,2,160,110
2016-02-01,Superb location Great breakfast Good size rooms,Net curtains a little shabby,9.6,"[' Leisure trip ', ' Couple ', ' Double Room Non Smoking ', ' Stayed 2 nights ']",2,549 day,2,549,111
2017-02-06,It was my 37th year Anniversary and I had mentioned it in my special requirement space but once we got to reception they had no clue and didn t know anything about the occasion I just thought what a shame that Hilton Media didn t pass on the message to staff is not everyday you have a couple to stay for weekend to celebrate their 37th marriage Thank you Floria Nadershahi,Hilton had not mentioned my special request at the time of booking reception staff didn t have any idea of the occasion,7.5,"[' Leisure trip ', ' Solo traveler ', ' Double Hilton Guestroom ', ' Stayed 1 night ', ' Submitted from a mobile device ']",2,178 day,2,178,112
2017-02-17,The room was small for a family room and the sofa bed was uncomfortable for the children,Friend staff good location,7.9,"[' Leisure trip ', ' Family with young children ', ' Standard Family Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,167 day,2,167,113
2017-02-20,The staff we re really friendly and helpful The location of the hotel is ideal for travellers who don t want the stay in the busy city,No Negative,10,"[' Leisure trip ', ' Group ', ' 2 rooms ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",2,164 day,2,164,114
2017-02-01,Staff,Room was very tight No slippers No Teeth brush was provided Noisy you can hear the sound of toilet flush from other rooms Breakfast is the same everyday and very limited choices,7.1,"[' Leisure trip ', ' Couple ', ' Club Twin Room ', ' Stayed 5 nights ']",5,183 day,2,183,115
2016-02-23,One of the best hotels Thanks to all staff at the reception and breakfast time,Nothing,10,"[' Leisure trip ', ' Solo traveler ', ' Superior Room ', ' Stayed 5 nights ', ' Submitted from a mobile device ']",13,527 day,2,527,116
2017-02-22,The cleanliness of the place and attentive staff,Nothing,9.6,"[' Business trip ', ' Solo traveler ', ' Superior Queen Room ', ' Stayed 3 nights ', ' Submitted from a mobile device ']",11,162 day,2,162,117
2017-02-18,The bed was amazing and the room was really nice and had the view of the square,That we had to pay 50 city tax for cleaning of bins etc in a country that isn t ours Bit cheeky tbh,8.8,"[' Leisure trip ', ' Couple ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,166 day,2,166,118
2017-02-08,I love this hotel very much Casa Mila Casa Batllo and many high rated restaurants are within walk distance Pharmacy bakery bookstore and small supermarket are in neighbourhood The room is clean and quiet The cosy bed makes me sleep well Every morning I could open the curtain and overlook the lovely crossroad from my window The staff are all very friendly Every morning when I went out for sightseeing they would deliver greetings which made me stay in good mood especially Francis at front desk I hope I spell his name correctly He is very friendly patient and responsible The trip in Barcelona was great and the hotel made the trip greater,It seems there is only one trash can in the washing room If there is another one a small one is enough in bed room I think it will be more convenient,9.6,"[' Leisure trip ', ' Solo traveler ', ' Basic Double Room ', ' Stayed 4 nights ']",1,176 day,2,176,119
2017-02-07,The staff were wonderfully charming and delightful our entire stay They made my mum s birthday that extra special because of their impeccable service Have already recommended this hotel to several people,Not one thing could have been improved beautiful throughout,10,"[' Leisure trip ', ' Solo traveler ', ' Deluxe Twin Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",1,177 day,2,177,120
2016-02-23,Liked the decor amenities location parking easy access to the tram,Extra charge for late checkout,9.2,"[' Leisure trip ', ' Couple ', ' Standard Triple Room ', ' Stayed 1 night ']",2,527 day,2,527,121
2016-02-02,The hotel and staff were excellent room was as described and didn t dissapoint,The price of the hotel food we did not eat here as a result of this Had the prices been more reasonable we would have which we would have preferred as there are many places nearby it was a minor inconvenience feel the hotel is missing a trick here room service did not appear until 16 15 just as we were getting ready to go out,8.8,"[' Leisure trip ', ' Couple ', ' City King or Twin Room ', ' Stayed 2 nights ']",2,548 day,2,548,122
2016-02-25,Convenient location easy access small hotel no fuss clean and modern rooms free wifi ideal for an overnight stay,of course the rooms are smallish but the rates are low,7.1,"[' Business trip ', ' Solo traveler ', ' Deluxe Double Room ', ' Stayed 1 night ']",18,525 day,2,525,123
2016-02-21,1 Good central location 2 Free stable wifi,1 Awkward shower no hot water 2 Outdoor walk for breakfast not in same building 3 Locked minibar fridge in room 4 No tea coffee facility in room,6.3,"[' Business trip ', ' Solo traveler ', ' Superior Single Room ', ' Stayed 1 night ']",68,529 day,2,529,124
2017-02-28,two steps to underground,less Infos to use the lift lots of new guests could nt get to her floor they lift up and down,9.2,"[' Business trip ', ' Couple ', ' Queen Room ', ' Stayed 3 nights ']",3,156 day,2,156,125
2017-02-06,Breakfast was good something for everyone location was very good easy to access everything,Some staff are not engaging with customers borderline rude Wasn t impressed with not being able to access bar on our first night because of some radio show Room we were given was no bigger than a matchbox and as we found out later that night was 10ft from radio show after party lots of shouting and banging doors at 2 in the morning The room was also freezing cold because heavy curtains block radiator which you have to keep closed as room is overlooked by other windows in some alleyway We rang down for another bed cover as the one on the bed was paper thin We were moved to another appropriate room for our second night which better reflected the cost Advoid room 118 at all cost if you have to stay in this room your bill should be discounted Also they do not communicate that they charge 50 euro mini bar deposit on your card when you check in that still hasn t been returned as we did not use minibar,5.4,"[' Leisure trip ', ' Solo traveler ', ' Standard Double or Twin Room ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,178 day,2,178,126
2016-02-14,Style,Room size,8.8,"[' Business trip ', ' Solo traveler ', ' Standard Room with 1 Single Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",2,536 day,2,536,127
2017-02-20,Very quirky and interesting hotel in a fantastic location great breakfast comfy bed,I would have liked a more private bathroom,8.3,"[' Leisure trip ', ' Family with young children ', ' Discovery Double Room ', ' Stayed 2 nights ']",1,164 day,2,164,128
2017-02-01,Room size general cleanliness espresso machine in the bedroom,Two single beds instead of double bed,7.5,"[' Leisure trip ', ' Couple ', ' Deluxe Double Room Annex ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",5,183 day,2,183,129
2017-02-21,clean comfy mattress,the windows seem to only single glazed Quite noisy,9.2,"[' Leisure trip ', ' Couple ', ' Classic Double Room ', ' Stayed 2 nights ']",1,163 day,2,163,130
2016-02-02,The offer I booked was good value the wine and chocolates were a nice element the hotel was in a good position and the hotel was clean and well laid out The staff were all friendly and helpful A good selection at breakfast but some elements were poor quality,The bed was itself very uncomfortable and very noisy which really spoil tour trip The pillows were well used and lumpy The breakfast was not the best coffee and tea were not great tasting some breakfast items were Luke warm and queuing up to make toast,7.5,"[' Leisure trip ', ' Couple ', ' Treat your Partner Package Double Room ', ' Stayed 1 night ', ' Submitted from a mobile device ']",4,548 day,2,548,131
2017-02-06,We stayed over the weekend and enjoyed our time in this hotel Though the location of the hotel is a little bit off from the key sights taxi didn t take us too long staff rooms were much better vs our expectations we would definitely come back,Breakfast was really good but still limited for kids,8.8,"[' Leisure trip ', ' Solo traveler ', ' Classic Room with Queen Bed ', ' Stayed 2 nights ', ' Submitted from a mobile device ']",1,178 day,2,178,132
2017-02-24,the staff were lovely and help us with any info we needed the room was spacious and clean the wifi was brilliant easy to connect too with no problems this hotel is also in the perfect location if you dont want to stay directly in the city centre as it is only 1 stop away on the train this hotel is amazing will definitely stay here again,No Negative,10,"[' Leisure trip ', ' Group ', ' Triple Room ', ' Stayed 6 nights ']",1,160 day,2,160,133
